NAME,GEOIDFQ,SUMLEVEL,YEAR,METRIC,FUEL_TYPE,VALUE
Licking,0500000US39089,050,2015,Facilities,Hydroelectric,0.0
Licking,0500000US39089,050,2016,Facilities,Hydroelectric,0.0
Licking,0500000US39089,050,2017,Facilities,Hydroelectric,0.0
Licking,0500000US39089,050,2018,Facilities,Hydroelectric,0.0
Licking,0500000US39089,050,2019,Facilities,Hydroelectric,0.0
Licking,0500000US39089,050,2020,Facilities,Hydroelectric,0.0
Licking,0500000US39089,050,2021,Facilities,Hydroelectric,0.0
Licking,0500000US39089,050,2022,Facilities,Hydroelectric,0.0
Licking,0500000US39089,050,2023,Facilities,Hydroelectric,0.0
Licking,0500000US39089,050,2024,Facilities,Hydroelectric,0.0
Licking,0500000US39089,050,2009,Facilities,Solar Photovoltaic,1.0
Licking,0500000US39089,050,2010,Facilities,Solar Photovoltaic,1.0
Licking,0500000US39089,050,2011,Facilities,Solar Photovoltaic,2.0
Licking,0500000US39089,050,2012,Facilities,Solar Photovoltaic,8.0
Licking,0500000US39089,050,2013,Facilities,Solar Photovoltaic,8.0
Licking,0500000US39089,050,2014,Facilities,Solar Photovoltaic,8.0
Licking,0500000US39089,050,2015,Facilities,Solar Photovoltaic,7.0
Licking,0500000US39089,050,2016,Facilities,Solar Photovoltaic,8.0
Licking,0500000US39089,050,2017,Facilities,Solar Photovoltaic,7.0
Licking,0500000US39089,050,2018,Facilities,Solar Photovoltaic,6.0
Licking,0500000US39089,050,2019,Facilities,Solar Photovoltaic,5.0
Licking,0500000US39089,050,2020,Facilities,Solar Photovoltaic,0.0
Licking,0500000US39089,050,2021,Facilities,Solar Photovoltaic,0.0
Licking,0500000US39089,050,2022,Facilities,Solar Photovoltaic,5.0
Licking,0500000US39089,050,2023,Facilities,Solar Photovoltaic,7.0
Licking,0500000US39089,050,2024,Facilities,Solar Photovoltaic,26.0
Licking,0500000US39089,050,2009,Facilities,Solid Waste,0.0
Licking,0500000US39089,050,2010,Facilities,Solid Waste,0.0
Licking,0500000US39089,050,2011,Facilities,Solid Waste,0.0
Licking,0500000US39089,050,2012,Facilities,Solid Waste,0.0
Licking,0500000US39089,050,2013,Facilities,Solid Waste,0.0
